title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year,is_major_label
Ooh Boy,256946.0,"JINUSEAN, J",The Reign,,,KR,2001-02-07,YG Entertainment,JINUSEAN,2001,True
힙合,216093.0,"JINUSEAN, Masta Wu, Lexy",The Reign,,,KR,2001-02-07,YG Entertainment,JINUSEAN,2001,True
Holdin' Down,299586.0,"JINUSEAN, Mobb Deep, Perry",The Reign,,,KR,2001-02-07,YG Entertainment,JINUSEAN,2001,True
Follow Me,244720.0,"JINUSEAN, m‐flo",The Reign,,,KR,2001-02-07,YG Entertainment,JINUSEAN,2001,True
사랑보다 깊은 상처,261000.0,"Jay B, 박정현",연가 [戀歌],,,KR,2001-01-16,JYP Entertainment,Jay B,2001,True
All My Love For You,209000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Come To Me,236000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Crystal,215000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Good Time,233000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
I Want You,218000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Reason,235000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Sad Letter,222000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Secret,229000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
She Never,235000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Stay With Me,239000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Wait for Me,201000.0,M.I.L.K.,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,M.I.L.K.,2001,True
Wish,233000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
무조건적인 사랑 (Blind Love),248000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,SM Entertainment,M.I.L.K.,2001,True
Another X-Mas Without You,225440.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Anti-Love Song,245106.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Elevator,215000.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Everyone Else,163933.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
I Love You Too,235906.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Lemonade Sweetheart,127346.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Never Tragic,135533.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Pathetic,168906.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
R.R.,179866.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Reach for the Sky,193960.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Sadstyle,264614.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Sometimes I Feel Like Throwing Up,226600.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
The Waltz,231133.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Try,159173.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Up & Down,241973.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
Welcome Home,118040.0,S,Sadstyle,,,US,2001,SM Entertainment,S,2001,True
All For You,218000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
And More,229000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
Bye Bye,203000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
Easy Come Easy Go,205000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
Kiss Me,260000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
Never,206000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
Sunday Kiss Monday Love,196000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
Sweety,213000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
Tell Me Tell Me,212400.0,S#arp,소유진의 Fandangoi,,,KR,2001-06-29,SM Entertainment,S#arp,2001,True
You're My Friends,211000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
내 입술... 따뜻한 커피처럼,225000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
바보야 바보 (너+나=우리),209000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
백일기도,227000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
별 하나 사랑 둘,237000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
사랑할께,267000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
사이,225000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
송인,220000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
실루엣,197000.0,S#arp,Flat [♭],,,KR,2001-11-05,SM Entertainment,S#arp,2001,True
이제,226000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
잊어도 되나요,258000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,SM Entertainment,S#arp,2001,True
잘됐어,219000.0,S#arp,소유진의 Fandangoi,,,KR,2001-06-29,SM Entertainment,S#arp,2001,True
Be my lover,260906.0,S.E.S.,S.E.S. 2,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Dejavu,224773.0,S.E.S.,S.E.S.,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Feeling,227000.0,S.E.S.,S.E.S. 2,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Friend,273666.0,S.E.S.,S.E.S.,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
I love you,216133.0,S.E.S.,S.E.S. 2,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Melody,245800.0,S.E.S.,A Letter From Greenland,,,JP,2001-06-13,SM Entertainment,S.E.S.,2001,True
Perfect Reason,274373.0,S.E.S.,S.E.S.,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Playboy (Taming a playboy),210600.0,S.E.S.,S.E.S. 3: Love,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Scent of Yours,417800.0,S.E.S.,S.E.S.,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
School,232733.0,S.E.S.,S.E.S.,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Sharala,229266.0,S.E.S.,S.E.S. 3: Love,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
Sweety Humming,289413.0,S.E.S.,Surprise,,,KR,2001-07-13,SM Entertainment,S.E.S.,2001,True
Tears,250133.0,S.E.S.,S.E.S. 2,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
The First Noel,242000.0,S.E.S.,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,S.E.S.,2001,True
To You,259293.0,S.E.S.,S.E.S. 2,,,JP,2001-08-22,SM Entertainment,S.E.S.,2001,True
달 끝까지 (Beyond the Moon),268000.0,S.E.S.,Surprise,,,KR,2001-07-13,SM Entertainment,S.E.S.,2001,True
CHAOS,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
Dark,235000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Egotism (97年 4月 1日),293000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Falling in love,250000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
"Hey, Come on!",206000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Just 2 be with u,263000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Never can rewind,209000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Reminiscence,247000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
S.O.S. (Story of sadness),,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
Shinhwa Knight,252000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Sure I know (이별... 그리고),256000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
T.O.P,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
To my family,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
Trippin',199000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
White Love,268000.0,SHINHWA,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,SHINHWA,2001,True
WILD EYES,206000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
Yo!,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
멤버 인사말,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
바램 (I swear...),284000.0,SHINHWA,"Hey, Come on!",,,KR,2001-06-28,SM Entertainment,SHINHWA,2001,True
소망 (무반주),,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
소망 (반주),,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
으쌰!으쌰!,,SHINHWA,First Mythology,,,KR,2001-03-26,SM Entertainment,SHINHWA,2001,True
Angel Eyes,237000.0,SMTOWN,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,SMTOWN,2001,True
Dear My Family,327533.0,SMTOWN,...之愛,,,KR,2001-11-06,SM Entertainment,SMTOWN,2001,True
Take No Notice,46280.0,UNIQ,"Short, Fast+ Loud!, Volume I",,,US,2001,Yuehua Entertainment,UNIQ,2001,False
Blue Moon,286000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
Doobidub,250000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
In Your Eyes,254000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
Thanks God (Thanks 8),293000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
The First Noel,237000.0,강타,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,강타,2001,True
White,278000.0,강타,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,강타,2001,True
겨울 (Last Winter) (나의 이야기 하나),82000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
그해 여름 (Late Summer Night),283000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
나..세상..나 (I Will) (나의 이야기 두울),97000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
당신이 알고 있던 난... (Still...),259000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
별의 고백 (Loging),129000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
북극성 (Polaris),243000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
스물 셋 (My Life),203000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
오! 그대를 (Falling in love),213000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
오늘같이 이런 창밖이 좋아 (Rainy Day),291000.0,강타,Polaris,,,KR,2001-08-16,SM Entertainment,강타,2001,True
사노라면,,김동완,First Mythology,,,KR,2001-03-26,SM Entertainment,김동완,2001,True
Behind Love,216400.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Chocolate,224000.0,다나,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,다나,2001,True
Diamond,214000.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Feel for You,229240.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
For You,216306.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Jealousy,226426.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Love Takes Time,260826.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Lover,258893.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Pray:Play,218533.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Pretty...,208066.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Tonite,221506.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Valentine,217333.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
세상끝까지,210533.0,다나,DANA,,,KR,2001-09-10,SM Entertainment,다나,2001,True
Alone,244000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Devil Of Angel,436000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Electric H.I.T.World,102000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Persia Black Hole,243000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Promise,254000.0,문희준,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,문희준,2001,True
Red & White,315000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Snow,192000.0,문희준,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,SM Entertainment,문희준,2001,True
T.N.T.,203000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
내 마음은..(I Still Believe),219000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
널 잃어버린 후에야... (The Loss Of Sadness),259000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
우리 이야기 (Our Story),376000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
이별이 아님을..(Unexpected Farewell),202000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
천상의 아리아 (Aria Of The Will),221000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
평온의 노을 (Muse Over The Sunset),235000.0,문희준,Alone,,,KR,2001-10-05,SM Entertainment,문희준,2001,True
Battle Field,234600.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Blooming........,258493.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Cheese,232666.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Delay,249666.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Happy,217026.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Maybe (Remember Me),281946.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Murmur,207693.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
"One, Two, Three",241880.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
U & Me,226506.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
매듭,216186.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
아름다운 시절,233840.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
이제,267026.0,은지원,G Pop,,,XW,2001-03-03,GYM Entertainment,은지원,2001,False
Yellow,227000.0,하나,熱情 Dance Music Collection,,,KR,2001-05-01,Jellyfish Entertainment,하나,2001,False
Azalea,280146.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Day,252706.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
dear my love..,243040.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Every Heart,272853.0,BoA,MIRACLE,,,XW,2002-09-01,SM Entertainment,BoA,2002,True
Feelings Deep Inside (마음은 전해진다),264560.0,BoA,MIRACLE,,,XW,2002-09-01,SM Entertainment,BoA,2002,True
flower,272000.0,BoA,奇蹟 / NO. 1,,,XW,2002-09-19,SM Entertainment,BoA,2002,True
happiness,273000.0,BoA,LISTEN TO MY HEART,,,JP,2002-03-13,SM Entertainment,BoA,2002,True
Jewel Song,322573.0,BoA,2002 Winter Vacation in SMTOWN.com,,,XW,2002-12-01,SM Entertainment,BoA,2002,True
My Boy,202066.0,BoA,'02 Summer Vacation in SMTOWN.com,,,KR,2002-06-01,SM Entertainment,BoA,2002,True
My Genie,256560.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
My Sweetie,217066.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
NO.1,193226.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Nobody But You,226000.0,BoA,LISTEN TO MY HEART,,,JP,2002-03-13,SM Entertainment,BoA,2002,True
Nothing's gonna change,323000.0,BoA,LISTEN TO MY HEART,,,JP,2002-03-13,SM Entertainment,BoA,2002,True
P.O.L (Power Of Love),315840.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Pain‐Love,222746.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Realize (stay with me),258826.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Share Your Heart (with me),277000.0,BoA,LISTEN TO MY HEART,,,JP,2002-03-13,SM Entertainment,BoA,2002,True
Shy Love,218640.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Snow White,203000.0,BoA,LISTEN TO MY HEART,,,JP,2002-01-17,SM Entertainment,BoA,2002,True
the meaning of peace,300000.0,BoA,LISTEN TO MY HEART,,,JP,2002-03-13,SM Entertainment,BoA,2002,True
Tragic,230933.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
VALENTI,260000.0,BoA,VALENTI,,,JP,2002-08-28,SM Entertainment,BoA,2002,True
奇蹟,259000.0,BoA,奇蹟 / NO. 1,,,XW,2002-09-19,SM Entertainment,BoA,2002,True
난 (Beat it!),210026.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
늘.. (waiting..),256560.0,BoA,No. 1,,,XW,2002-01-04,SM Entertainment,BoA,2002,True
Bell,243000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Change,234000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Don't Go Away,245000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Fortune (For 春),255000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Good Bye,224000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Happy,201000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
Never,218000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
One More Time,232000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
So for Your Love,266000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
To My Prince,,Fin.K.L,TPA Ballad Compilation Collection,,,KR,2002-01,DSP Media,Fin.K.L,2002,False
You're My Boy,230000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
그대안의 나,270000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
나와 같다면,226000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
루비(淚悲) : 슬픈 눈물,,Fin.K.L,TPA Ballad Compilation Collection,,,KR,2002-01,DSP Media,Fin.K.L,2002,False
영원,259000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
외면,213000.0,Fin.K.L,영원,,,KR,2002-03-04,DSP Media,Fin.K.L,2002,False
0%,229000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
5집을 내며,129000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
Report to the Dance Floor,201000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
True East Side,236800.0,G.O.D,Fever Pitch: The Official Music of the 2002 FIFA World Cup,,,CA,2002,SidusHQ,G.O.D,2002,False
걸어선 안되는 전화,305000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
그대 날 떠난후로,,G.O.D,TPA Ballad Compilation Collection,,,KR,2002-01,SidusHQ,G.O.D,2002,False
기회를 줘,270000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
눈치 없는 눈물,231000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
더듬고 있어,235000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
사랑? 사랑!,196000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
사랑이야기,224000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
요즘,255000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
우리,238000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
이렇게 또,57000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
편지,251000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,SidusHQ,G.O.D,2002,False
저 높은 곳에 펼쳐,220000.0,"G‐Dragon, TAEYANG, Gummy",Why be normal?,,,KR,2002-10-24,YG Entertainment,G‐Dragon,2002,True
YMCA 야구단,209000.0,"JINUSEAN, Taebin, Jinhwan, Lexy, G‐Dragon, 휘성",Why be normal?,,,KR,2002-10-24,YG Entertainment,JINUSEAN,2002,True
멋쟁이 신사,237000.0,"JINUSEAN, Taebin, Jinhwan, Masta Wu, G‐Dragon",Why be normal?,,,KR,2002-10-24,YG Entertainment,JINUSEAN,2002,True
One Summer Dream,190200.0,M.I.L.K.,'02 Summer Vacation in SMTOWN.com,,,KR,2002-06-01,SM Entertainment,M.I.L.K.,2002,True
Sweet Love,237000.0,Masta Wu,Why be normal?,,,KR,2002-10-24,YG Entertainment,Masta Wu,2002,True
Baby Baby,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
나,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
악수,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
안녕이란 말대신,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
왜,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
우 (雨),,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
익숙치 않아서,,RAIN,나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
What's Love,,"RAIN, Danny, Lexy, 별, 박진영",나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
너처럼,,"RAIN, 바다",나쁜 남자,,,KR,2002-05-13,JYP Entertainment,RAIN,2002,True
Dejavu,270000.0,REN,アクエリアンエイジ Sign for Evolution SPHERE.5: Influential イレイザー,,,JP,2002-03-21,BPM Entertainment,REN,2002,False
honey risk,292000.0,REN,アクエリアンエイジ Sign for Evolution SPHERE.5: Influential イレイザー,,,JP,2002-03-21,BPM Entertainment,REN,2002,False
PRISM,260000.0,"REN, 柿島伸次",アクエリアンエイジ Sign for Evolution SPHERE.5: Influential イレイザー,,,JP,2002-03-21,BPM Entertainment,REN,2002,False
Dans les Dunes,251373.0,S,Indétendances 2,,,FR,2002-04,SM Entertainment,S,2002,True
Coffee Love,219000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
Magic,224000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
그랬죠,231000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
나쁜 이별,223000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
내 사랑,221000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
변신,225000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
샤베르,257000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
싫어요,290000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
어느날...,194000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
유혹 (4 Play),231000.0,S#arp,StYlE,,,KR,2002-09-06,SM Entertainment,S#arp,2002,True
Brand-New Weekend,231773.0,S.E.S.,'02 Summer Vacation in SMTOWN.com,,,KR,2002-06-01,SM Entertainment,S.E.S.,2002,True
Choose My Life,212840.0,S.E.S.,Choose My Life-U,,,KR,2002-02-14,SM Entertainment,S.E.S.,2002,True
Don't forget,213160.0,S.E.S.,Choose My Life-U,,,JP,2002-05-02,SM Entertainment,S.E.S.,2002,True
Ever After,252400.0,S.E.S.,Choose My Life-U,,,JP,2002-05-02,SM Entertainment,S.E.S.,2002,True
Give In to Me,249466.0,S.E.S.,Choose My Life-U,,,JP,2002-05-02,SM Entertainment,S.E.S.,2002,True
Happiness,199426.0,S.E.S.,Friend,,,KR,2002-11-21,SM Entertainment,S.E.S.,2002,True
I Will,281000.0,S.E.S.,Best,,,JP,2002-07-10,SM Entertainment,S.E.S.,2002,True
Long-life Journey,214040.0,S.E.S.,Choose My Life-U,,,JP,2002-05-02,SM Entertainment,S.E.S.,2002,True
Pray for You,273133.0,S.E.S.,Choose My Life-U,,,JP,2002-05-02,SM Entertainment,S.E.S.,2002,True
Red Angel,214946.0,S.E.S.,Choose My Life-U,,,KR,2002-02-14,SM Entertainment,S.E.S.,2002,True
Requiem,236933.0,S.E.S.,Choose My Life-U,,,KR,2002-02-14,SM Entertainment,S.E.S.,2002,True
